Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bsmt Qual,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,TotRms AbvGrd,Garage Cars,Garage Area,SalePrice
13125,CollgCr,6,5,1997,1998,Gd,1478,1493,0,1493,2,3,7,2,508,208900
10126,CollgCr,6,5,1997,1998,Gd,1838,1838,0,1838,2,2,8,3,721,185000
9135,CollgCr,7,5,2002,2003,Gd,1536,1536,0,1536,2,3,7,2,532,214000
8450,CollgCr,7,5,2003,2003,Gd,856,856,854,1710,2,3,8,2,548,208500
9750,CollgCr,7,5,2004,2004,Gd,1445,1445,0,1445,2,3,6,2,470,186500
8450,CollgCr,7,5,2004,2004,Gd,1436,1436,0,1436,2,3,8,2,484,210000
8320,CollgCr,7,5,2004,2004,Gd,770,770,812,1582,2,3,6,2,520,185900
11049,CollgCr,8,5,2007,2007,Ex,1234,1234,0,1234,2,3,7,2,484,179900
11058,CollgCr,7,6,2007,2007,Gd,1564,1564,0,1564,2,3,6,3,814,218836
9627,CollgCr,7,5,2007,2007,Gd,1351,1361,0,1361,2,3,6,2,610,193000
8199,CollgCr,7,5,2005,2005,Gd,728,728,728,1456,2,3,7,2,410,189000
4426,CollgCr,6,5,2004,2004,Gd,848,848,0,848,1,1,3,2,420,149300
4426,CollgCr,6,5,2004,2004,Gd,848,848,0,848,1,1,3,2,420,141000
4438,CollgCr,6,5,2004,2004,Gd,848,848,0,848,1,1,3,2,420,149000
4438,CollgCr,6,5,2004,2004,Gd,848,848,0,848,1,1,4,2,420,144500
8777,Edwards,5,7,1910,1950,Fa,796,796,0,796,1,2,4,0,0,85000
8777,Edwards,5,7,1900,2003,TA,1272,1272,928,2200,2,4,9,0,0,145900
9825,Edwards,5,5,1966,1966,TA,1092,1092,0,1092,1,3,6,1,264,123000
9937,Edwards,5,6,1965,1965,TA,1256,1256,0,1256,1,3,6,1,276,147500
12102,Edwards,5,5,1976,1976,Gd,456,1033,0,1033,1,3,6,2,504,165000
6500,Edwards,6,6,1976,1976,TA,1127,1127,0,1127,1,3,6,2,480,135000
13907,Edwards,5,6,1940,1969,TA,996,996,0,996,1,3,6,0,0,108000
10012,Edwards,4,5,1972,1972,Gd,1138,1181,0,1181,2,3,6,2,588,137500
6931,Edwards,7,5,2003,2004,Gd,746,760,896,1656,2,3,7,2,397,165400
9638,Edwards,6,6,1977,1977,TA,1029,1117,0,1117,1,3,6,2,542,147000
7200,Edwards,6,7,1976,2001,TA,684,684,714,1398,1,3,6,2,440,160500
7024,Edwards,4,5,2005,2005,Gd,1132,1132,0,1132,1,2,5,2,451,176000
47007,Edwards,5,7,1959,1996,NA,0,3820,0,3820,3,5,11,2,624,284700
63887,Edwards,10,5,2008,2008,Ex,6110,4692,950,5642,2,3,12,2,1418,160000
3675,Edwards,6,5,2005,2005,Gd,547,1072,0,1072,1,2,5,2,525,148000
6040,Edwards,4,5,1955,1955,NA,0,1152,0,1152,2,2,6,0,0,82000
6012,Edwards,4,5,1955,1955,NA,0,1152,0,1152,2,2,6,0,0,82000
12108,Edwards,4,4,1955,1955,TA,1440,1440,0,1440,2,4,8,0,0,118000
6845,Edwards,4,5,1955,1955,NA,0,1152,0,1152,2,2,6,0,0,82500
6931,Edwards,4,5,1955,1955,TA,784,784,0,784,1,2,4,0,0,91900
12180,Edwards,5,7,1938,2007,TA,585,585,468,1053,1,2,5,0,0,120000
8050,Edwards,5,8,1947,1993,NA,0,929,208,1137,1,4,8,0,0,96000
9520,Edwards,4,5,1953,1953,Gd,911,930,0,930,1,2,5,1,286,99000
11767,Edwards,5,6,1946,1995,TA,768,768,432,1200,1,3,6,1,240,130500
8172,Edwards,4,6,1954,1972,TA,941,997,473,1470,2,4,7,1,548,135000
16466,Edwards,5,7,1955,1955,TA,816,872,521,1393,1,3,8,1,300,135500
7692,Edwards,4,6,1954,1954,Ex,416,1204,0,1204,1,3,6,1,312,100000
5142,Edwards,4,7,1923,2008,TA,949,949,343,1292,1,3,6,1,205,108000
5604,Edwards,5,6,1925,1950,TA,864,864,0,864,1,2,5,0,0,98000
8248,Edwards,3,3,1914,1950,TA,864,864,0,864,1,2,5,0,0,67000
5687,SWISU,5,6,1912,2000,TA,780,936,780,1716,2,6,9,0,0,135900
12155,SWISU,6,8,1925,1950,TA,672,810,672,1482,2,4,7,1,400,140000
8400,SWISU,5,8,1939,1997,TA,720,1052,720,2192,2,4,8,1,240,179500
8400,SWISU,6,5,1925,1950,TA,1181,1390,304,1694,2,4,7,2,576,136500
7290,SWISU,7,8,1921,1950,TA,1228,1424,0,1424,2,2,7,1,312,168000
8525,SWISU,5,6,1911,1950,TA,940,1024,940,1964,1,4,7,0,0,130000
9842,SWISU,5,6,1921,1998,TA,612,990,1611,2601,3,4,8,2,621,189000
7804,SWISU,6,7,1930,1950,TA,960,960,960,1920,2,4,10,2,480,161900
8969,Crawfor,6,6,1926,1950,TA,644,672,644,1316,1,2,6,1,369,145000
11526,Crawfor,6,7,1922,1994,Ex,588,1423,748,2555,2,3,11,2,672,191000
15576,Crawfor,6,7,1915,1976,Gd,840,840,840,1680,2,4,8,1,308,177000
15564,Crawfor,6,6,1914,1995,Gd,676,676,588,1264,1,3,6,2,400,147500
6292,SWISU,6,5,1930,1950,Gd,768,790,0,790,1,2,4,1,160,91000
7609,Crawfor,8,9,1925,1997,Fa,798,798,714,1512,2,3,7,1,180,231000
10480,SWISU,6,5,1936,1950,TA,1064,1166,0,1639,1,3,6,1,240,115000
9650,Crawfor,6,3,1923,1950,TA,784,819,784,1603,1,4,7,2,599,138000
7200,Crawfor,7,6,1931,2000,Gd,776,851,651,1502,1,3,6,1,270,149000
11988,Crawfor,6,7,1934,1995,TA,715,849,811,1660,1,3,6,1,240,188700
11700,Crawfor,5,6,1937,1995,TA,942,1265,673,1938,2,4,7,1,240,198000
9260,Crawfor,5,4,1938,1950,TA,884,932,442,1374,1,3,6,1,225,110000
7801,Crawfor,6,5,1951,1951,TA,1091,1091,0,1091,1,2,5,1,344,104000
9670,Crawfor,8,6,1935,1950,TA,608,983,890,1873,1,4,9,2,786,257076
14100,Crawfor,8,9,1935,1997,TA,728,1968,1479,3447,3,4,11,3,1014,381000
15660,Crawfor,7,9,1939,2006,TA,798,1137,817,1954,1,3,8,2,431,311500
12392,Crawfor,7,9,1950,2000,TA,832,1218,943,2161,2,3,8,2,506,263400
26073,Crawfor,5,5,1956,1956,TA,1898,1898,0,1898,2,3,7,2,484,236500
14778,Crawfor,6,7,1954,2006,TA,1296,1640,0,1640,1,3,7,2,924,224000
1879,Blueste,6,6,1980,1980,Gd,516,516,516,1032,1,2,5,2,462,116500
1950,Blueste,6,6,1980,1980,Gd,716,716,840,1556,2,3,6,2,452,151000
7000,IDOTRR,6,8,1926,1998,TA,894,919,0,919,1,2,5,1,195,126000
6000,IDOTRR,6,8,1940,2006,Fa,720,760,330,1090,1,3,5,1,240,120000
3636,IDOTRR,4,4,1922,1950,TA,796,796,0,796,1,2,5,0,0,55000
5890,IDOTRR,6,8,1930,2007,TA,816,816,0,816,1,2,5,1,432,120500
6900,IDOTRR,5,6,1940,1955,TA,740,778,0,778,1,2,4,1,924,120500
8155,IDOTRR,5,7,1930,1950,Gd,780,780,420,1200,1,4,7,0,0,119000
6000,IDOTRR,5,5,1967,1967,Gd,624,1092,564,1656,1,3,7,1,288,126000
7392,IDOTRR,5,7,1930,1995,TA,520,912,0,912,1,2,5,1,360,99500
9000,IDOTRR,5,5,1958,1958,TA,1151,1151,804,1955,2,4,7,1,356,165500
14584,IDOTRR,1,5,1952,1952,NA,0,733,0,733,1,2,4,2,487,13100
5280,IDOTRR,4,7,1895,1950,Po,173,825,536,1361,1,2,6,1,185,89000
8500,IDOTRR,4,4,1920,1950,TA,649,649,668,1317,1,3,6,1,250,40000
5150,IDOTRR,4,7,1910,2000,Po,356,671,378,1049,1,2,5,1,195,80900
18000,IDOTRR,3,4,1935,1950,TA,894,894,0,894,1,2,6,3,1248,81000
9000,IDOTRR,4,6,1920,1950,Fa,592,432,432,864,1,3,5,1,216,65000
5587,Crawfor,8,5,2008,2008,Ex,1600,1652,0,1652,2,2,5,2,482,392500
3843,Crawfor,8,5,2007,2008,Ex,1596,1648,0,1648,2,2,5,2,525,294464
3811,Crawfor,7,5,2004,2005,Ex,1594,1646,0,1646,2,2,5,2,482,250000
3842,Crawfor,8,5,2004,2005,Ex,1594,1646,0,1646,2,2,5,2,482,275000
23730,Mitchel,7,5,1996,1997,Ex,1840,2032,0,2032,3,3,7,3,786,300000
13265,Mitchel,8,5,2002,2002,Gd,1568,1689,0,1689,2,3,7,3,857,271000
11050,Mitchel,7,5,1996,1997,Gd,910,910,910,1820,2,3,8,3,816,213000
9880,Mitchel,6,6,1977,1977,TA,1096,1118,0,1118,1,3,6,1,358,171000
10125,Mitchel,6,6,1977,1977,TA,1196,1279,0,1279,2,3,6,2,473,171500
10260,Mitchel,5,4,1976,1976,NA,0,936,936,1872,2,4,8,2,484,100000
9990,Mitchel,4,5,1991,1991,Gd,1680,1689,0,1689,2,3,6,2,432,228500
164660,Timber,5,6,1965,1965,TA,1499,1619,167,1786,2,3,7,2,529,228950
4084,Timber,7,6,1986,1986,Gd,1277,1501,0,1501,2,2,6,2,512,241500
15498,Timber,8,6,1976,1976,Gd,1565,2898,0,2898,2,2,10,2,665,287000
11563,Timber,8,5,2006,2007,Ex,1518,1537,0,1537,2,3,8,3,788,294000
9520,Timber,8,5,2007,2008,Gd,1638,1646,0,1646,2,3,7,3,800,293077
12852,Timber,8,5,2007,2007,Gd,920,920,860,1780,2,3,6,2,612,264966
9802,Timber,5,5,2006,2007,Gd,352,712,730,1442,2,3,6,2,400,172500
9735,Timber,5,5,2006,2007,Gd,384,754,640,1394,2,3,7,2,400,167500
12018,Timber,7,5,2008,2008,Gd,796,796,816,1612,2,3,6,3,666,218689
12890,Timber,6,5,1989,1989,Gd,1495,1495,0,1495,2,3,8,2,438,150000
12416,Timber,6,5,1986,1986,Gd,1606,1651,0,1651,2,3,7,2,616,184000
18265,Timber,6,5,1986,1986,Gd,1256,1256,0,1256,2,3,6,2,578,180000
10200,Timber,6,5,1988,1989,Gd,1461,1509,0,1509,2,3,5,2,600,175000
11202,Timber,8,5,2003,2003,Ex,1432,1440,0,1440,2,3,7,2,467,232500
7915,Timber,6,5,1999,2000,Ex,1666,1675,0,1675,2,3,6,2,435,195000
12244,Timber,8,5,2003,2003,Gd,1482,1482,780,2262,2,4,10,3,749,305000
11449,Timber,8,5,2007,2007,Gd,1884,1728,0,1728,2,3,7,2,520,298751
11447,Timber,8,5,2005,2006,Ex,1964,1964,0,1964,2,3,7,3,892,370000
8940,Mitchel,7,5,1997,1998,Gd,1344,1344,0,1344,2,2,8,4,784,209200
7060,Mitchel,7,5,1997,1998,Gd,1344,1344,0,1344,2,2,8,4,784,206300
9278,Mitchel,5,5,2007,2008,Gd,1092,1092,0,1092,1,2,5,0,0,146000
4500,Mitchel,6,5,1997,1997,Ex,1189,1189,0,1189,2,2,4,2,392,160500
14137,Mitchel,4,5,1964,1964,Gd,1200,1200,0,1200,1,3,6,3,850,173000
4224,MeadowV,5,6,1975,1975,Gd,1040,1040,0,1040,1,3,6,2,499,124000
2665,MeadowV,5,6,1976,1976,Gd,264,616,688,1304,1,3,4,1,336,115000
2665,MeadowV,5,7,1976,1976,Gd,550,925,550,1475,2,4,6,1,336,129500
1974,MeadowV,4,7,1973,2006,Gd,526,526,462,988,1,2,5,1,297,105000
1596,MeadowV,4,6,1973,1973,Gd,462,526,462,988,1,1,4,1,297,94900
17979,Mitchel,5,6,1968,1968,TA,1113,1160,0,1160,1,3,6,1,257,152500
1477,MeadowV,6,9,1970,2007,TA,546,546,546,1092,2,3,6,0,0,98000
1890,MeadowV,4,7,1972,1972,Gd,630,630,0,630,1,1,3,0,0,81000
21750,Mitchel,5,5,1954,1954,TA,988,988,0,988,1,2,4,2,520,113000
6490,Mitchel,5,7,1983,1983,TA,816,816,0,816,1,2,4,1,264,128500
6951,Mitchel,5,5,1984,1985,TA,876,923,0,923,1,3,5,1,264,119500
6600,Mitchel,5,9,1982,2008,TA,816,816,0,816,1,3,5,1,264,130500
6600,Mitchel,5,8,1982,2003,TA,816,816,0,816,1,2,4,2,816,138000
6600,Mitchel,5,6,1982,2005,TA,845,845,0,845,1,3,6,1,264,134500
12508,Mitchel,6,7,1940,1985,Gd,983,983,767,1750,2,4,7,1,423,160000
12395,Mitchel,5,6,1984,1984,TA,864,889,0,889,1,3,6,2,484,137500
11075,Mitchel,5,4,1969,1969,TA,784,1168,800,1968,2,4,7,2,530,172000
56600,IDOTRR,5,1,1900,1950,TA,686,1150,686,1836,2,4,7,1,288,103000
10667,NAmes,6,6,1971,1971,TA,1587,1587,0,1587,2,3,7,2,525,167300
10628,NAmes,7,5,1970,1970,TA,1277,1277,0,1277,1,2,5,2,526,167000
13651,NAmes,7,6,1973,1973,Gd,2223,2223,0,2223,2,3,8,2,516,244000
15865,NAmes,8,6,1970,1970,TA,2217,2217,0,2217,2,4,8,2,621,268000
12394,Gilbert,7,5,2003,2003,Gd,847,847,886,1733,2,3,7,2,433,225000
10364,Gilbert,6,5,1995,1996,Gd,806,806,766,1572,2,3,7,2,373,168000
13869,Gilbert,6,6,1997,1997,Gd,794,794,676,1470,2,3,6,2,388,177000
8773,Gilbert,6,5,1997,1997,Gd,916,916,684,1600,2,3,7,2,460,169000
8872,Gilbert,6,5,1997,1997,Gd,384,754,630,1384,2,3,7,2,390,161500
5330,StoneBr,8,5,2000,2000,Gd,1494,1652,0,1652,2,2,6,2,499,251000
10147,Gilbert,6,5,1994,1994,Gd,392,924,770,1694,2,3,7,2,398,160000
8637,Gilbert,6,5,1999,2000,Gd,923,947,767,1714,2,3,7,2,451,180000
7875,Gilbert,7,5,1996,1996,Gd,691,691,862,1553,2,3,6,2,420,178750
7875,Gilbert,7,5,1995,1996,Gd,1237,1253,0,1253,2,3,6,2,402,176000
7500,Gilbert,6,5,1999,2003,Gd,938,957,1342,2299,3,5,7,2,482,204000
9556,Gilbert,7,5,1992,1993,Gd,1168,1187,0,1187,2,3,6,2,420,160000
10784,Gilbert,7,5,1991,1992,Gd,384,802,670,1472,2,3,7,2,402,160000
9125,Gilbert,7,5,1992,1992,Gd,384,812,670,1482,2,3,7,2,392,163900
7655,Gilbert,6,5,1993,1994,Gd,903,910,732,1642,2,3,7,2,392,168000
18160,Gilbert,6,6,1964,1964,TA,1302,1128,0,1128,1,3,6,2,480,154204
3696,StoneBr,8,5,1986,1986,Gd,1074,1088,0,1088,1,2,5,2,461,170000
5062,StoneBr,7,5,1984,1984,Gd,1190,1190,900,2090,2,3,6,2,577,207500
4740,StoneBr,8,5,1988,1988,Gd,1166,1179,0,1179,2,2,5,2,480,182000
5118,StoneBr,8,5,1990,1990,Gd,1312,1321,0,1321,1,1,4,2,484,212000
14157,StoneBr,9,5,2005,2006,Ex,1922,1922,0,1922,2,3,8,3,676,377426
12328,StoneBr,8,5,2005,2005,Ex,1149,1164,1377,2541,3,4,10,3,729,349265
51974,StoneBr,9,5,2006,2007,Ex,2660,2338,0,2338,2,4,8,3,1110,591587
41600,Gilbert,5,5,1969,1990,Gd,1100,1424,0,1424,1,3,7,3,828,155000
8035,StoneBr,9,5,2006,2006,Ex,1612,1612,0,1612,2,2,6,2,556,319900
8089,StoneBr,8,6,2007,2007,Gd,1419,1419,0,1419,2,2,7,2,567,392000
14082,StoneBr,8,5,2006,2006,Ex,2220,2234,0,2234,1,1,7,2,724,441929
13870,StoneBr,10,5,2006,2007,Ex,1742,2042,0,2042,2,3,8,3,724,455000
12546,NWAmes,6,7,1981,1981,Gd,1440,1440,0,1440,2,3,7,2,467,182900
10960,NWAmes,6,5,1984,1984,Gd,1284,1284,0,1284,2,3,5,2,480,174000
12090,NWAmes,6,7,1984,2003,Gd,585,1140,728,1868,3,3,7,2,477,178000
12090,NWAmes,7,7,1981,2003,Gd,725,725,754,1479,2,3,6,2,484,176000
12299,NWAmes,7,6,1978,1985,Gd,1529,1664,0,1664,2,3,7,2,663,213000
11339,NWAmes,7,5,1979,1979,Gd,780,1085,845,1930,2,4,9,2,481,192000
11952,NWAmes,7,6,1977,1977,Gd,808,1161,808,1969,2,3,8,2,534,190000
12046,NWAmes,6,6,1976,1976,TA,848,1118,912,2030,2,4,8,2,551,195000
10395,NWAmes,6,6,1978,1978,Gd,1032,1032,0,1032,2,3,6,2,564,148000
11850,NWAmes,6,6,1984,1984,Gd,1153,1177,0,1177,2,3,6,2,495,151500
11584,NWAmes,7,6,1979,1979,TA,539,1040,685,1725,2,3,6,2,550,197000
10400,NWAmes,6,5,1979,1999,Gd,1259,1353,0,1353,2,2,5,2,478,192350
10793,NWAmes,5,5,1969,1969,TA,780,780,840,1620,2,4,7,2,462,152000
13001,NWAmes,6,5,1971,1971,TA,1625,1220,0,1220,2,2,6,2,944,170000
12243,NWAmes,5,6,1971,1971,Gd,1484,1484,0,1484,2,3,7,2,487,175000
11700,NWAmes,6,6,1968,1968,TA,702,1041,702,1743,1,3,7,2,539,175000
12384,NWAmes,7,7,1976,1976,Gd,793,1142,793,1935,2,3,7,2,550,197900
8991,NWAmes,7,6,1976,1976,Gd,1228,1324,0,1324,2,3,5,2,585,174000
8000,NWAmes,6,6,1974,1974,TA,1084,1084,793,1877,2,4,8,2,488,178900
10500,NAmes,5,7,1971,2005,TA,372,576,533,1109,1,3,5,1,288,139000
10530,NAmes,6,5,1971,1971,TA,981,981,0,981,1,3,5,2,576,143250
7472,NAmes,7,9,1972,2004,TA,725,725,754,1479,1,4,7,2,484,184000
9457,NAmes,5,6,1970,1990,TA,925,1422,0,1422,1,3,7,2,576,155000
7920,NAmes,5,5,1970,2002,TA,914,914,0,914,1,3,5,1,368,133000
9758,NAmes,5,5,1971,1971,TA,950,950,0,950,1,3,5,1,280,119500
8294,NAmes,4,5,1971,1971,TA,858,872,0,872,1,3,5,4,480,123000
7340,NAmes,4,6,1971,1971,TA,858,858,0,858,1,2,4,1,684,110000
17199,NAmes,4,7,1961,1961,TA,914,914,0,914,1,2,4,1,270,128000
9000,NAmes,4,6,1971,1971,TA,864,864,0,864,1,3,5,2,528,120500
4058,NAmes,7,5,1998,1998,Gd,723,767,0,767,1,1,4,1,367,133000
4113,NAmes,6,5,2001,2001,Gd,1337,1337,0,1337,2,2,5,2,511,155000
10943,NAmes,6,5,1997,1998,Gd,1405,1337,0,1337,2,2,5,2,522,177000
2205,BrDale,6,6,1973,1973,TA,525,525,567,1092,1,3,6,1,264,113500
1890,BrDale,6,5,1973,1973,TA,672,672,546,1218,1,3,7,1,264,113000
2058,BrDale,6,5,1973,1973,TA,672,672,546,1218,1,4,7,1,264,113700
2016,BrDale,5,5,1970,1970,TA,630,630,672,1302,2,3,6,2,440,106000
1920,BrDale,5,5,1971,1971,TA,765,765,600,1365,1,2,6,2,440,122500
4928,NPkVill,6,5,1976,1976,Gd,1078,958,0,958,2,2,5,2,440,128000
2308,NPkVill,6,6,1976,1976,Gd,804,804,744,1548,2,3,7,2,440,155000
2304,NPkVill,7,7,1978,1978,Gd,1061,1055,0,1055,2,2,4,1,319,142500
7150,NAmes,5,6,1966,1966,TA,988,988,0,988,1,3,5,1,360,129250
12469,NridgHt,9,5,2006,2007,Ex,1790,1816,0,1816,2,3,7,3,730,356000
11694,NridgHt,9,5,2007,2007,Ex,1822,1828,0,1828,2,3,9,3,774,314813
12030,NridgHt,8,5,2007,2007,Ex,1694,1694,0,1694,2,3,7,3,818,318000
11825,NridgHt,8,5,2006,2007,Ex,1694,1694,0,1694,2,3,7,3,856,322400
12085,NridgHt,8,5,2007,2007,Ex,1734,1734,0,1734,2,3,7,3,928,318000
14333,NridgHt,8,5,2007,2007,Gd,2108,2122,0,2122,2,2,7,3,938,345474
14450,NridgHt,9,5,2006,2007,Ex,2121,2121,0,2121,2,3,8,3,732,415298
13641,NridgHt,9,5,2007,2007,Ex,1934,1943,713,2656,2,3,8,3,1040,492000
13440,NridgHt,8,5,2006,2007,Ex,1108,1148,1402,2550,2,4,11,3,670,338931
15431,NridgHt,10,5,2005,2006,Ex,1994,2046,0,2046,2,2,7,3,878,450000
14154,NridgHt,7,5,2006,2006,Ex,1063,1071,1101,2172,2,3,9,3,947,280000
13891,NridgHt,9,5,2007,2007,Ex,2552,2552,0,2552,2,3,8,3,932,479069
14226,NridgHt,8,5,2006,2006,Gd,1935,1973,0,1973,2,3,9,3,895,395000
13693,NridgHt,9,5,2006,2006,Gd,2153,2069,574,2643,2,3,9,3,694,380000
11428,NridgHt,8,5,2006,2006,Gd,1626,1634,0,1634,2,3,7,3,866,250000
14977,NridgHt,8,5,2006,2007,Ex,1976,1976,0,1976,2,2,7,3,908,440000
13654,NridgHt,9,5,2005,2006,Ex,1704,1722,1036,2758,2,4,9,3,814,418000
17169,NridgHt,10,5,2007,2007,Ex,2320,2290,0,2290,2,2,7,3,1174,500067
16659,NridgHt,8,5,2007,2008,Gd,1582,1582,570,2152,2,3,7,2,728,260116
9591,NridgHt,8,5,2004,2005,Ex,1143,1143,1330,2473,2,4,9,3,852,317000
9709,NridgHt,8,5,2007,2007,Ex,918,958,1142,2100,2,3,8,3,786,319500
10562,NridgHt,8,5,2007,2007,Ex,1582,1610,551,2161,1,3,8,3,789,325624
13615,NridgHt,9,5,2006,2006,Ex,1802,1802,0,1802,2,3,7,3,843,372000
13069,NridgHt,8,5,2004,2004,Gd,1706,1718,1238,2956,2,5,11,3,916,342000
12099,NridgHt,8,5,2004,2004,Ex,1136,1136,1332,2468,2,4,10,3,872,354000
14277,NridgHt,8,5,2003,2003,Ex,1317,1217,1168,2385,2,3,7,3,818,350000
11999,NridgHt,8,5,2003,2004,Gd,1181,1234,1140,2374,2,4,10,3,656,285000
12568,NridgHt,8,5,2007,2007,Ex,895,895,923,1818,2,3,8,3,774,281500
9926,NridgHt,7,5,2005,2006,Gd,1614,1614,0,1614,2,3,7,3,878,245700
9254,NridgHt,8,5,2005,2005,Gd,1721,1721,0,1721,2,3,7,2,554,232698
10732,NridgHt,8,5,2006,2007,Gd,1298,1298,530,1828,2,3,7,3,876,250000
7577,NridgHt,6,5,2005,2006,Gd,1362,1362,0,1362,2,2,6,2,460,194700
3901,NridgHt,6,5,2005,2006,Gd,1302,1302,0,1302,1,1,5,2,631,204000
3903,NridgHt,6,5,2005,2006,Gd,1302,1302,0,1302,1,1,5,2,631,200000
6289,NridgHt,6,5,2005,2006,Gd,1362,1362,0,1362,2,2,6,2,460,207000
4590,NridgHt,8,5,2006,2006,Gd,1554,1554,0,1554,2,2,6,2,627,209500
4590,NridgHt,8,5,2006,2006,Gd,1554,1554,0,1554,2,2,6,2,627,209500
6442,NridgHt,8,5,2006,2006,Gd,1370,1370,0,1370,2,2,6,2,484,202500
7841,NridgHt,9,5,2005,2005,Ex,1577,1577,0,1577,2,2,6,2,564,280000
7313,NridgHt,9,5,2005,2005,Ex,1561,1561,0,1561,2,2,6,2,556,277500
7820,NridgHt,9,5,2007,2007,Ex,1869,1869,0,1869,2,2,6,2,617,318061
6240,NridgHt,8,5,2006,2006,Gd,1324,1324,0,1324,2,2,6,2,550,221370
3242,NridgHt,7,5,2003,2003,Gd,1405,1405,0,1405,2,2,6,2,478,200000
15810,Gilbert,6,5,2007,2007,Gd,768,768,728,1496,3,3,7,2,572,181755
10237,Gilbert,6,5,2005,2006,Gd,768,768,768,1536,2,3,6,2,400,176000
10237,Gilbert,6,5,2005,2007,Gd,783,783,701,1484,2,3,8,2,393,178900
13204,Gilbert,7,5,2006,2007,Gd,608,608,850,1458,2,3,6,2,454,168165
8857,Gilbert,6,5,2006,2006,Gd,738,738,757,1495,2,3,7,2,440,171925
9729,Gilbert,6,5,2006,2007,Gd,698,698,1048,1746,2,3,6,3,350,198444
12216,Gilbert,6,5,2005,2005,Gd,1326,1326,0,1326,2,3,6,2,388,203000
9018,Gilbert,7,5,2007,2007,Gd,728,728,728,1456,2,3,8,2,400,179540
8993,Gilbert,7,5,2007,2007,Gd,1302,1302,0,1302,2,3,6,2,436,176485
8899,Gilbert,7,5,2007,2007,Gd,1340,1340,0,1340,2,3,6,2,396,181134
8499,Gilbert,6,5,2006,2007,Gd,616,616,796,1412,2,3,6,2,432,156932
8229,Gilbert,6,5,2007,2007,Gd,752,752,752,1504,2,3,6,2,440,166000
7713,Gilbert,7,5,2007,2007,Gd,728,728,728,1456,2,3,7,2,400,177594
7697,Gilbert,7,6,2007,2007,Gd,1246,1258,0,1258,2,3,6,2,462,173500
3922,Blmngtn,7,5,2006,2007,Ex,1258,1258,0,1258,2,2,6,3,648,172500
3922,Blmngtn,7,5,2006,2007,Ex,1258,1402,0,1402,0,2,7,3,648,194201
3621,Blmngtn,8,5,2003,2003,Gd,1406,1589,0,1589,2,2,7,3,630,226500
3710,Blmngtn,7,5,2007,2007,Gd,1266,1266,0,1266,2,2,6,2,388,185485
14572,Gilbert,7,5,2004,2004,Gd,1530,1530,0,1530,2,3,7,3,630,259000
16219,Gilbert,7,5,2004,2005,Gd,835,1119,0,1119,2,2,5,2,437,188500
11084,Gilbert,7,5,2004,2004,Gd,384,744,630,1374,2,3,8,2,400,175000
11796,Gilbert,7,5,2004,2005,Gd,847,847,1112,1959,2,4,8,2,434,215000
10936,Gilbert,7,5,2006,2006,Gd,1510,1525,0,1525,2,3,6,2,534,206580
8244,Gilbert,7,5,2004,2004,Gd,840,840,880,1720,2,3,7,2,440,183500
11950,Gilbert,7,5,2003,2003,Gd,384,754,640,1394,2,3,7,2,400,165500
7875,Gilbert,7,5,2003,2003,Gd,847,847,1101,1948,2,4,8,2,434,211000
8063,Gilbert,6,5,2000,2000,Gd,924,948,742,1690,2,3,7,2,463,181000
8740,Gilbert,7,5,2002,2002,Gd,854,864,1131,1995,2,4,8,2,435,219500
7917,Gilbert,6,5,1999,2000,Gd,953,953,694,1647,2,3,7,2,460,175000
9967,Gilbert,7,5,2000,2000,Gd,384,774,656,1430,2,3,8,2,400,170000
7750,Gilbert,7,5,2003,2003,Gd,660,660,660,1320,2,3,6,2,400,162000
9487,Gilbert,6,5,2000,2000,Gd,915,940,750,1690,2,3,7,2,442,187000
9649,Gilbert,6,5,1999,2000,Gd,941,961,683,1644,2,3,7,2,460,185000
15623,NoRidge,10,5,1996,1996,Ex,2396,2411,2065,4476,3,4,10,3,813,745000
12191,NoRidge,8,5,1997,1998,Gd,1779,1779,772,2551,2,4,8,3,925,384500
11000,NoRidge,8,5,2000,2000,Gd,969,997,1288,2285,2,4,8,3,648,248000
11400,NoRidge,10,5,2001,2002,Ex,2633,2633,0,2633,2,2,8,3,804,466500
10557,NoRidge,9,5,1998,1998,Ex,1408,1671,1407,3078,2,4,9,3,806,410000
11002,NoRidge,8,5,1998,1999,Gd,1389,1411,1171,2582,2,4,9,3,758,322500
10790,NoRidge,7,5,1998,1998,Gd,1066,1108,1277,2385,2,4,8,3,600,252000
21535,NoRidge,10,6,1994,1995,Ex,2444,2444,1872,4316,3,4,10,3,832,755000
9920,NoRidge,7,5,1996,1997,Gd,1117,1127,886,2013,2,3,8,2,455,269790
11787,NoRidge,7,5,1996,1997,Gd,1379,1383,1015,2398,2,3,8,3,834,315750
9950,NoRidge,7,5,1995,1995,Gd,1203,1214,1306,2520,2,4,9,3,721,290000
12257,NoRidge,8,5,1995,1995,Gd,1318,1328,1203,2531,2,4,9,3,752,290000
12692,NoRidge,8,5,1992,1993,Gd,3200,3228,0,3228,3,4,10,2,546,430000
11762,NoRidge,8,5,1992,1993,Ex,1105,1105,1097,2202,2,4,9,2,517,263000
